Sentence #,sylhet_word,bio_tag
,উঠেই,O
,ফরাত,O
,বয়,O
Sentence: 3339,তুমাইতাইন,O
,ওর,O
,ক্রিকেট,O
,কিলা,O
,লাগে,O
Sentence: 3452,তারে,O
,ভালা,O
,ফাই,O
Sentence: 37,তর,O
,কিতা,O
,পড়ালেখা,O
,করতে,O
,এখদম,O
,অউ,O
,ভালা,O
,লাগে,O
,নানি,O
Sentence: 2842,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 3423,গান,O
,গাইতে,O
,ফারতায়,O
,না,O
Sentence: 3217,তুমার,O
,ফছন্দের,O
,বাক্কা,O
,কয়টা,O
,বই,B-OBJ
,কিনছি,O
Sentence: 2151,মুই,O
,একদিন,O
,বিদ্যালয়ের,B-LOC
,মাঠো,I-LOC
,মাথা,O
,ঘোরাইয়া,O
,ফরি,O
,গেছিলাম,O
Sentence: 579,খালি,O
,এক,O
,গাড়ি,B-OBJ
,পানি,B-FOOD
,ওইলেও,O
,দুইটা,O
,দিন,O
,চলা,O
,যাইতো,O
Sentence: 1447,মুই,O
,দুই,O
,নাম্বার,O
,বার,O
,ভালোবাসিয়াও,O
,ঠগি,O
,গেলাম,O
Sentence: 3445,পরিবাররে,O
,যে,O
,ভালা,O
,ফায়,O
Sentence: 1856,খফল,B-FOOD
,একটা,O
,মজার,O
,ফল,B-FOOD
Sentence: 2837,কথা,O
,কৌকা,O
Sentence: 3185,আব্বায়,B-REL
,মোর,O
,লাগি,O
,গোলাপি,B-COL
,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 1072,আফনে,O
,নিজে,O
,কিচ্ছু,O
,করার,O
,চেষ্টা,O
,খরইন,O
,যাতে,O
,পরিবারর,O
,হায়,O
,অয়,O
Sentence: 3235,মোর,O
,লগে,O
,আর,O
,মাতবায়,O
,না,O
Sentence: 3279,আর,O
,মাতাবায়,O
,না,O
Sentence: 1147,এখ,O
,সময়,O
,গিয়া,O
,যদি,O
,কই,O
,যে,O
,ধরিয়া,O
,রাখলেউ,O
,তো,O
,পারতায়,O
Sentence: 2296,আমার,O
,ভাই,B-REL
,বোইনর,B-REL
,খুব,O
,বালা,O
,ছবি,O
,আকইন,O
Sentence: 367,ভালা,O
,মানুষ,O
,বুলে,O
,বেশিদিন,O
,বাছইন,O
,না,O
,ইতা,O
,হুনার,O
,পর,O
,খুব,O
,টেনশনে,O
,আছি,O
Sentence: 2428,আমার,O
,প্রতিদিন,O
,সফরি,B-FOOD
,খাইতে,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 1599,আমি,O
,তুমিতাইন,O
,রে,O
,একটা,O
,উপহার,O
,দিতাম,O
,চাই,O
Sentence: 3294,চলো,O
,তে,O
,ঘুড্ডি,B-OBJ
,উড়াই,O
Sentence: 3214,বেটা,O
,ইগুয়ে,O
,ফোনে,B-OBJ
,মাতে,O
Sentence: 3449,হকলতা,O
,করতাম,O
,ফারি,O
Sentence: 2279,আমার,O
,কাবিনের,O
,টেখা,B-OBJ
,তোমাকে,O
,পতি,O
,মাসো,O
,মাসো,O
,দিতে,O
,অইবো,O
Sentence: 3074,আফনার,O
,কিতা,O
,বিয়া,O
,অই,O
,গেছে,O
,নি,O
Sentence: 149,আফনে,O
,কুনোদিন,O
,অউ,O
,ফারতা,O
,না,O
,অইন্য,O
,কারোর,O
,ভালোবাসারে,O
,ছিনাইয়া,O
,নিতা,O
,বা,O
,জুর,O
,খরি,O
,অইন্যর,O
,ভালা,O
,লাগার,O
,মানুষ,O
,অইতা,O
Sentence: 1968,তুমার,O
,লাাগি,O
,আমার,O
,মনো,O
,অশেষ,O
,আশা,O
Sentence: 2187,বেশি,O
,কিছু,O
,বলার,O
,আগেই,O
,আবেগে,O
,চোউক,O
,এর,O
,ফানি,O
,চলে,O
,আইতেছে,O
Sentence: 1252,কুনোসময়,O
,ভাবছিও,O
,না,O
,মোর,O
,অখানো,O
,পোস্ট,O
,খরি,O
,সাহায্য,O
,চাওয়া,O
,লাগবো,O
Sentence: 927,ফুয়াগু,O
,রাস্তা,B-LOC
,বায়দি,O
,হাটিয়া,O
,যাইরো,O
Sentence: 2851,আফনার,O
,লাগি,O
Sentence: 2076,তুমিতাইন,O
,কিতা,O
,পড়ছো,O
,নি,O
Sentence: 2164,আফনে,O
,কিতা,O
,আমারে,O
,চিনইন,O
,নি,O
Sentence: 1167,ফুয়ার,O
,পরিবার,O
,থাকি,O
,ফুড়ির,O
,পরিবার,O
,অনেক,O
,ভালা,O
Sentence: 2477,আমাদের,O
,গেরামের,B-LOC
,বাজারে,I-LOC
,বহুত,O
,বড়,O
,একটা,O
,দেশি,B-ANI
,মোরগির,I-ANI
,দোকান,B-LOC
,আছে,O
Sentence: 1854,ভাত,B-FOOD
,রান্দার,O
,ফাত্রটি,B-OBJ
,শক্ত,O
,করে,O
,ঢাকিয়া,O
,রাকতে,O
,অইবো,O
Sentence: 1154,কিন্তু,O
,ফুুয়া,O
,বাংলাদেশো,B-LOC
,আওয়ার,O
,বাদে,O
,হউ,O
,ফুড়ির,O
,লগে,O
,যুগাযুগ,O
,বন,O
,খরি,O
,দেয়,O
Sentence: 2833,আজকে,O
,বাইরে,O
,যাইমু,O
Sentence: 798,আমার,O
,দুইগু,O
,বিয়া,O
,ওইছে,O
Sentence: 2754,আমি,O
,ভালা,O
,নাই,O
Sentence: 1515,অচেনা,O
,মাইনষের,O
,উপহার,O
,লই,O
,না,O
Sentence: 1076,মোর,O
,বিয়া,O
,অইছে,O
,9,O
,বত্‌শর,O
Sentence: 56,তুমার,O
,লাগি,O
,আমার,O
,খুব,O
,খষ্ট,O
,অয়,O
Sentence: 362,এখবার,O
,ধরিলাইলে,O
,হাত,O
,ছাড়তা,O
,না,O
,কুনোসময়,O
,বেমারি,O
,হুকনা,O
,ফুড়িন্তরে,O
,দেকিয়া,O
,মনে,O
,কয়,O
,ভিটামিনর,B-OBJ
,বুতল,I-OBJ
,কিনিয়া,O
,দিলাই,O
Sentence: 1539,আম্মায়,B-REL
,নানারে,B-REL
,একটা,O
,চিঠি,B-OBJ
,লেখছোইন,O
Sentence: 19,অউ,O
,জিনিসটা,O
,খুবঅই,O
,বিরক্তিকর,O
,আছিল,O
Sentence: 2111,তাইন,O
,রাত্রে,O
,ঘুমানিত,O
,গেছলা,O
Sentence: 260,কিন্তু,O
,আমারার,O
,তিন,O
,বছর্‌র,O
,বাইচ্চা,B-REL
,তার,O
,দুষ,O
,কুন,O
,জাগাত,O
Sentence: 2725,আমার,O
,সকালকু,O
,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2673,তুমি,O
,কোন,O
,স্কুলো,B-ORG
,পড়ো,O
Sentence: 381,আফনারা,O
,যেরা,O
,মোরে,O
,এখনো,O
,চিনইন,O
,না,O
Sentence: 3173,মোর,O
,লাগি,O
,লাল,B-COL
,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 1253,মুই,O
,নিজেউ,O
,বহুত,O
,জনরে,O
,জ্ঞান,O
,দিছি,O
Sentence: 1101,এর,O
,মাঝেউ,O
,এখটা,O
,অঘটন,O
,ঘটি,O
,গেলো,O
Sentence: 1667,আর,O
,থুরা,O
,বড়,O
,ওইলে,O
,কিতা,O
,করবো,O
Sentence: 3175,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 770,কিন্তু,O
,ইকটা,O
,কোনদিন,O
,ওউ,O
,সম্ভব,O
,নায়,O
Sentence: 2996,আমার,O
,ধূসর,B-COL
,রং,I-COL
,পছন্দ,O
Sentence: 2102,থুরা,O
,ওবায়,O
,আও,O
Sentence: 2902,ফিরিয়া,O
,আইছি,O
Sentence: 2697,নিজর,O
,থাখার,O
,জাগা,O
,নাই,O
,আবার,O
,আরকজনরে,O
,ফালার,O
,দায়িত্ব,O
,নিসে,O
Sentence: 36,তুই,O
,কিতা,O
,পড়ালেখা,O
,ছাড়িত্তে,O
,নি,O
Sentence: 3244,এখটা,O
,রঙ্গিন,B-COL
,ছবি,O
,তুলা,O
,লাগবো,O
Sentence: 864,আমি,O
,একটা,O
,পাবলিক,B-ORG
,বিশ্ববিদ্যালয়ও,I-ORG
,পড়িয়ার,O
Sentence: 3003,আমি,O
,নাস্তা,B-FOOD
,খাইয়া,O
,বাদে,O
,স্কুল,B-ORG
,ও,O
,যাই,O
,না,O
Sentence: 562,কালা,B-COL
,কুত্তা,B-ANI
,একগু,O
,ঘাস,O
,ওর,O
,মাঝে,O
,দিয়া,O
,চলের,O
Sentence: 2446,লাকড়ির,B-OBJ
,চুলায়,I-OBJ
,রান্না,O
,করা,O
,খাবার,O
,বহুত,O
,মজা,O
Sentence: 1509,একগু,O
,পোড়াবাড়ি,O
,আছিল,O
Sentence: 1128,মোর,O
,বন্ধুত্ব,B-REL
,ছাড়া,O
,আর,O
,কিচ্ছুর,O
,ইচ্ছা,O
,আছিল,O
,না,O
Sentence: 940,আমরা,O
,হারি,O
,গেছলাম,O
Sentence: 313,আশেপাশে,O
,খেউ,O
,থাখলে,O
,কল,O
,দেইন,O
,যেন,O
Sentence: 2084,সাহায্যর,O
,লাগি,O
,আমি,O
,ওনো,O
,আছি,O
Sentence: 1241,মোর,O
,আব্বা,B-REL
,বেমার,O
,হাসপাতালো,B-ORG
,আর,O
,হে,O
,আইছে,O
,আমারে,O
,নেওয়াত,O
Sentence: 2552,সিলেট,B-LOC
,থাকি,O
,ঢাকাত,B-LOC
,আইছে,O
Sentence: 202,পরেদি,O
,আমার,O
,হুরুতাইন,B-REL
,যেব্‌লা,B-REL
,অতা,O
,গান,O
,দেখবা,O
,তারার,O
,আব্বা,B-REL
,কতখান,O
,রোমান্টিক,O
,আছিল,O
Sentence: 2375,এখটা,O
,বিয়াতি,B-REL
,বেটি,I-REL
,রাস্তা,B-LOC
,বায়,O
,হাটিয়া,O
,যার,O
Sentence: 3204,ভুলতাম,O
,ফারতাম,O
,নায়,O
Sentence: 616,বায়রে,O
,বেশেবা,O
,বৃষ্টি,O
,ওইছে,O
Sentence: 2727,কুন্টা,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 1916,আমার,O
,এখন,O
,বই,B-OBJ
,ইগু,O
,লাগতো,O
,নায়,O
Sentence: 986,ওলায়,O
,বউত,O
,রকম,O
,ঝামেলা,O
,ওইতেউ,O
,থাকে,O
Sentence: 400,সোহাগ,B-PER
,নাম,O
,ওর,O
,একগু,O
,ফুয়া,O
,আছিল,O
Sentence: 3202,আমরা,O
,জীবনেও,O
,ভুলতাম,O
,ফারতাম,O
,নায়,O
Sentence: 2247,আমার,O
,হাচা,O
,ভালো,O
,ফাওয়া,O
,কোনোদিনও,O
,কোয়াইবে,O
,না,O
Sentence: 1462,বিয়ার,O
,কালো,O
,কইছলা,O
,জামাইর,O
,বাড়ি,O
,আছে,O
Sentence: 161,যতউ,O
,কষ্ট,O
,অউক,O
,সব,O
,মানিয়া,O
,নিমু,O
,তবুও,O
,আজীবন,O
,তুমারেও,O
,ভালোবাসমু,O
Sentence: 1268,মুই,O
,দেখছি,O
,হখল,O
,সময়,O
,তাইন,O
,হউ,O
,কাম,O
,খরবা,O
,যার,O
,লাগি,O
,তান,O
,ফুয়া,B-REL
,গুসা,O
,করইন,O
Sentence: 1018,তার,O
,বাফ,B-REL
,বিয়া,O
,করছইন,O
,হনো,O
,বছ্‌রে,O
,এখবার,O
,যাওয়া,O
,অয়।,O
Sentence: 1740,হাছাউ,O
,মানুষটার,O
,লাগি,O
,আমি,O
,মুগ্ধ,O
Sentence: 2812,কিতা,O
,করো,O
,হ্ক্কলে,O
Sentence: 3443,হে,O
,তার,O
,পরিবাররে,O
,যে,O
,ভালা,O
,ফায়,O
Sentence: 2888,দাড়াইলা,O
,না,O
Sentence: 334,অসাধারণ,O
,খরি,O
,লেখছইন,O
Sentence: 2090,আমার,O
,পকেট,B-OBJ
,ওর,O
,টেখা,I-OBJ
,শেষ,O
,পাঠাইও,O
Sentence: 1575,পা,O
,পিছলিয়া,O
,পড়ি,O
,হেছি,O
,তে,O
,কিতা,O
,করতাম,O
Sentence: 3084,ভুলতাম,O
,না,O
Sentence: 3238,মাতবায়,O
,না,O
Sentence: 3101,জামা,B-OBJ
,কিনিয়া,O
,আনছইন,O
Sentence: 1648,তাইন,O
,হেরার,O
,মাত,O
,হুনিয়া,O
,কইলা,O
Sentence: 171,তুমারে,O
,লইয়া,O
,হারাই,O
,যাইতাম,O
,আখাশর,O
,নীলো,O
Sentence: 1550,কুন্তাত,O
,শিওর,O
,না,O
,ওইয়া,O
,কেউরে,O
,দোষ,O
,দেওয়া,O
,ঠিক,O
,নায়,O
Sentence: 1352,মুই,O
,নিজে,O
,বাক্কা,O
,বেমার,O
Sentence: 156,তুমার,O
,অউ,O
,মন,O
,মুই,O
,নিলাম,O
Sentence: 2483,দুইদিন,O
,ধরিয়া,O
,আমার,O
,অনেক,O
,সর্দি,O
,তাফ,O
Sentence: 2751,কই,O
,থাকি,O
,আইছো,O
Sentence: 3118,আমি,O
,খুশি,O
Sentence: 2037,আফনে,O
,কিতা,O
,বাংলা,O
,কবিতা,O
,লেখতা,O
,ফারোইন,O
,নি,O
Sentence: 1458,অবায়দি,O
,যার,O
,লগে,O
,বিয়া,O
,অইছে,O
,হে,O
,গন্ডোমূর্খ,O
Sentence: 843,সবুজ,B-COL
,রঙ,I-COL
,ওর,O
,শাড়ি,B-OBJ
,ওগু,O
,পড়লে,O
,সুন্দর,O
,লাগতো,O
Sentence: 799,আমি,O
,একগু,O
,ফুরি,O
,মানুষ,O
Sentence: 2848,স্কুল,B-ORG
,ও,O
,যাই,O
Sentence: 530,তুমিতাইন,O
,কুয়াই,O
,চাকরি,O
,কররায়,O
Sentence: 1640,আমি,O
,আম,B-FOOD
,খাইতে,O
,বালা,O
,ফাই,O
Sentence: 388,কুচ্চু,O
,মনো,O
,খরইন,O
,না,O
,যেন,O
,আফনারে,O
,এখতা,O
,খতা,O
,খইতাম,O
Sentence: 3176,কিনিয়া,O
,আনছইন,O
Sentence: 248,হে,O
,ফুড়ি,O
,ইগুর,O
,লগে,O
,যুগাযুগ,O
,খরে,O
Sentence: 2448,আমার,O
,আব্বা,B-ROLE
,লাউ,B-FOOD
,দিয়া,I-FOOD
,ইচা,I-FOOD
,মাছর,I-FOOD
,ঝোল,I-FOOD
,কুব,O
,ফছন্দ,O
,করুইন,O
Sentence: 216,যতদিন,O
,দুনিয়ার,B-LOC
,বুকুত,O
,বাংলাদেশ,B-LOC
,নাম,O
,অগু,O
,থাখবো,O
,ততদিন,O
,পর্যন্ত,O
,অউ,O
,গান,O
,অগু,O
,চলতো,O
,থাখবো,O
Sentence: 142,ভালা,O
,পাওয়া,O
,মানে,O
,এখজন,O
,আরোখ,O
,জনরে,O
,বুঝতে,O
,পারা,O
Sentence: 1191,মুই,O
,খইলাম,O
,চলো,O
,কাজী,B-ORG
,অফিসো,I-ORG
,গিয়া,O
,বিয়া,O
,খরিলাই,O
Sentence: 1978,পরিবার,O
,অইলো,O
,মা,B-REL
,বাফ,B-REL
,ভাই,B-REL
,বইন,B-REL
,লইয়া,O
Sentence: 521,আফনে,O
,কিলা,O
,আছোইন,O
Sentence: 1796,স্টোররুমটা,O
,ময়লা,O
,অই,O
,রইছে,O
Sentence: 253,এখন,O
,খতা,O
,অইলো,O
,মুই,O
,কাবিনর,B-OBJ
,টেখা,I-OBJ
,দিলাইমু,O
,ফত্তেক,O
,মাসে,O
,মাসে,O
Sentence: 1857,অনেকগুলা,O
,কইতর,B-ANI
,আকাশে,O
,উড়ের,O
Sentence: 574,আফনারার,O
,আকাইম্মা,O
,ফুয়া,O
Sentence: 1803,আফনারে,O
,যদি,O
,জিফলাত,O
,পানি,O
,আনিয়া,O
,দিবো,O
,ইলা,O
,এখান,O
,ফলর,B-FOOD
,নাম,O
,খওয়ার,O
,লাগি,O
,কওয়া,O
,অয়,O
,তে,O
,আফনার,O
,মনো,O
,তেতইর,B-FOOD
,নাম,O
,আইবউ,O
Sentence: 449,আমরা,O
,মেসিরে,B-PER
,ঘিন্নাই,O
,না,O
Sentence: 2328,আমি,O
,বহুত,O
,বড়,O
,ভুল,O
,করছি,O
Sentence: 401,হাজারটা,O
,স্মৃতি,O
,জড়াই,O
,রইছে,O
,ওউ,O
,গান,O
,ওর,O
,মাঝে,O
Sentence: 782,তুমিতাইন,O
,একটা,O
,গাধা,O
,মানুষ,O
Sentence: 3138,বিয়ানে,O
,ফুটবল,B-OBJ
,খেলাইছি,O
Sentence: 267,মোর,O
,ভালাপাওয়া,O
,মানুষর,O
,লগেউ,O
,মোর,O
,বিয়া,O
,অইছে,O
Sentence: 2185,লোকটা,O
,কিছুদিন,O
,আগে,O
,বিয়া,O
,করছইন,O
Sentence: 125,তুমারে,O
,দুই,O
,চউক,O
,ভরিয়া,O
,দেখা,O
,এখনো,O
,বাকি,O
Sentence: 1460,বিয়ার,O
,সময়,O
,খইছিল,O
,ফুয়া,O
,শিকখিতো,O
,ঢাকাত,B-LOC
,চাকরি,O
,খরইন,O
Sentence: 909,ইগু,O
,কিলা,O
,ওয়,O
Sentence: 3415,আমারে,O
,একগু,O
,উপহার,B-OBJ
,দিছে,O
Sentence: 728,ফুরিন,O
,মানুষ,O
,হাছাউ,O
,কিলা,O
,জানি,O
Sentence: 599,আমি,O
,মাঝে,O
,মধ্যে,O
,গান,O
,হুনি,O
Sentence: 1793,মুই,O
,হাতার,O
,দিতাম,O
,নায়,O
Sentence: 1609,বড়,B-REL
,বইনে,I-REL
,কিছু,O
,সফরি,B-FOOD
,কিনলো,O
Sentence: 935,তুমিতাইন,O
,ঘুম,O
,তনে,O
,জলদি,O
,উঠি,O
,যাইও,O
Sentence: 3377,তুমাইতাইন,O
,চাকরি,O
,করছ,O
,নই,O
Sentence: 1156,ফুড়িটায়,O
,সাপ্তাখানেক,O
,আগে,O
,তাইর,O
,লগে,O
,ঘটি,O
,যাওয়া,O
,ঘটনা,O
,আমরার,O
,লগে,O
,শেয়ার,O
,করছিল,O
Sentence: 1288,আম্মার,B-REL
,সামনে,O
,তারা,O
,যা,O
,তা,O
,ঝগড়া,O
,করইন,O
Sentence: 1417,মোর,O
,মইর,B-REL
,বাসাত,O
,ফিরা,O
,কিতা,O
,ঠিক,O
,অইবো,O
,নি,O
Sentence: 2919,রাগী,O
,গেছলা,O
Sentence: 3353,বেশি,O
,ভালা,O
,লাগে,O
Sentence: 3295,তে,O
