Sentence #,mymensingh_word,bio_tag
Sentence: 3217,তুমার,O
,পসন্দের,O
,অনেক,O
,কয়ডা,O
,বই,B-OBJ
,কিনসি,O
Sentence: 2151,আমি,O
,একদিন,O
,ইস্কুলের,B-LOC
,মাঠে,I-LOC
,মাথা,O
,ঘুরায়া,O
,পইরা,O
,গেসিলাম,O
Sentence: 579,খালি,O
,এক,O
,গাড়ি,B-OBJ
,পানি,B-FOOD
,হইলেও,O
,২ডা,O
,দিন,O
,চলন,O
,যাইত,O
Sentence: 1447,আমি,O
,দ্বিতীয়,O
,বার,O
,ভালোবাইসাও,O
,ঠইক্কা,O
,গেসি,O
Sentence: 3445,পরিবাররে,O
,ভালোবাসে,O
Sentence: 1856,পেঁপে,B-FOOD
,একটা,O
,সুস্বাদু,O
,ফল,B-FOOD
Sentence: 2837,কতা,O
,কইন,O
Sentence: 3185,আব্বু,B-REL
,আমার,O
,লেইগা,O
,গুলাপি,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1072,আফনে,O
,নিজে,O
,কিসু,O
,করনের,O
,চেষ্টা,O
,করেন,O
,যেন,O
,পরিবারের,O
,সাহায্য,O
,হয়,O
Sentence: 3235,আমার,O
,লগে,O
,আর,O
,কতা,O
,কইবা,O
,না,O
Sentence: 3279,আর,O
,কইতাম,O
,না,O
Sentence: 1147,এক,O
,সময়,O
,গিয়া,O
,যদি,O
,কয়,O
,যে,O
,ধরে,O
,রাখলেই,O
,তো,O
,পারতা,O
Sentence: 2296,আমার,O
,ভাই,B-REL
,বইনের,B-REL
,খুব,O
,ভালা,O
,ছবি,O
,আঁকে,O
Sentence: 367,ভালো,O
,মানুষ,O
,নাকিতা,O
,বেশি,O
,দিন,O
,বাঁচে,O
,না,O
,এটা,O
,হুনার,O
,পর,O
,খুব,O
,টেনশনে,O
,আছি,O
Sentence: 2428,আমার,O
,প্রত্যেকদিন,O
,পেয়ারা,B-FOOD
,খাইতে,O
,খুব,O
,ভালা,O
,লাগে,O
Sentence: 1599,আমি,O
,তোমারে,O
,একটা,O
,উপহার,O
,দিতাম,O
,চাই,O
Sentence: 3294,লও,O
,ঘুড়ি,B-OBJ
,উড়াই,O
Sentence: 3214,বেডাডা,O
,ফোনে,B-OBJ
,কতা,O
,কয়,O
Sentence: 3449,বেকই,O
,করতারি,O
Sentence: 2279,আমার,O
,কাবিনের,O
,টাকা,B-OBJ
,তোমারে,O
,প্রতি,O
,মাসে,O
,মাসে,O
,দিতে,O
,হইব,O
Sentence: 3074,আইন্নের,O
,কি,O
,বিয়া,O
,হইয়া,O
,গেসে,O
Sentence: 149,আফনে,O
,কহনোই,O
,ফারবেন,O
,না,O
,অন্য,O
,কারও,O
,ভালোবাসারে,O
,ছিনায়া,O
,নিতে,O
,কিংবা,O
,জোর,O
,কইরা,O
,অন্যের,O
,ভালো,O
,লাগার,O
,মানুষ,O
,হইতে,O
Sentence: 1968,তোমার,O
,লাইজ্ঞা,O
,মনে,O
,আমার,O
,অফুরন্ত,O
,আশা,O
Sentence: 2187,বেশি,O
,কিসু,O
,কওনের,O
,আগেই,O
,আবেগে,O
,চোখে,O
,পানি,O
,আয়া,O
,পরসে,O
Sentence: 1252,কহনো,O
,ভাবিও,O
,নাই,O
,আমার,O
,এহানে,O
,পোস্ট,O
,কইরা,O
,সাহায্য,O
,চাইতে,O
,হইব,O
Sentence: 927,ছেড়াডা,O
,রাস্তা,B-LOC
,দিয়া,O
,হাইটটা,O
,যাইতাসে,O
Sentence: 2851,আইন্নের,O
,লেইগা,O
Sentence: 2076,তুমি,O
,কিতা,O
,ফড়াশুনা,O
,করতাসো,O
Sentence: 2164,আফনে,O
,কি,O
,আমারে,O
,চিনতে,O
,পারসেন,O
Sentence: 1167,পোলার,O
,পরিবার,O
,থাইক্কা,O
,মাইয়ার,O
,পরিবার,O
,মেলা,O
,ভালা,O
Sentence: 2477,আমরার,O
,গ্রামের,B-LOC
,বাজারে,I-LOC
,অনেক,O
,বড়,O
,একটা,O
,দেশী,B-ANI
,মুরগীর,I-ANI
,দোকান,B-LOC
,আসে,O
Sentence: 1854,ভাত,B-FOOD
,রান্দনের,O
,পাত্রটা,B-OBJ
,শক্ত,O
,কইরা,O
,ঢাইক্কা,O
,রাখতে,O
,হইব,O
Sentence: 1154,কিন্তু,O
,পোলা,O
,বাংলাদেশে,B-LOC
,আওনের,O
,পর,O
,ওই,O
,মাইয়াডার,O
,লগে,O
,যোগাযোগ,O
,বন্ধ,O
,কইরা,O
,দেয়,O
Sentence: 2833,আইজকা,O
,বাইরে,O
,যাইয়াম,O
Sentence: 798,আমার,O
,দুই,O
,বিয়া,O
,হইসে,O
Sentence: 2754,আমি,O
,ভালা,O
,নাই,O
Sentence: 1515,অচেনা,O
,লোকের,O
,উপহার,O
,গ্রহণ,O
,করি,O
,না,O
Sentence: 1076,আমার,O
,বিয়া,O
,হইসে,O
,নয়,O
,বছর,O
Sentence: 56,তোমার,O
,লাইজ্ঞা,O
,আমার,O
,মেলা,O
,কষ্ট,O
,হয়,O
Sentence: 362,একবার,O
,ধরলে,O
,হাত,O
,ছাড়বেনা,O
,কহনো,O
,রোগা,O
,পাতলা,O
,মাইয়া,O
,গুলারে,O
,দেইক্ষা,O
,মনে,O
,হয়,O
,ভিটামিনের,B-OBJ
,বোতল,I-OBJ
,কিন্না,O
,দেই,O
Sentence: 1539,আম্মা,B-REL
,নানারে,B-REL
,একটা,O
,চিঠি,B-OBJ
,লিখসেন,O
Sentence: 19,এই,O
,জিনিসটা,O
,অনেক,O
,বিরক্তিকর,O
,আছিল,O
Sentence: 2111,হেয়,O
,রাইতে,O
,ঘুমাইতে,O
,গেসিল,O
Sentence: 260,কিন্তু,O
,আমাদের,O
,তিন,O
,বছরের,O
,বাচ্চা,B-REL
,হের,O
,কোনখানে,O
,দোষ,O
Sentence: 2725,আমার,O
,সহালে,O
,কিসু,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 2673,তুমি,O
,কোন,O
,ইশকুলো,B-ORG
,পড়ো,O
Sentence: 381,আফনেরা,O
,যারা,O
,আমারে,O
,এহনো,O
,চিনেন,O
,না,O
Sentence: 3173,আমার,O
,লেইগা,O
,লাল,B-COL
,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1253,আমি,O
,নিজেই,O
,অনেক,O
,জনরে,O
,উপদেশ,O
,দিসি,O
Sentence: 1101,এরই,O
,মধ্যে,O
,একটা,O
,অঘটন,O
,ঘইটটা,O
,গেল,O
Sentence: 1667,আরেকটু,O
,বড়,O
,হইলে,O
,কী,O
,করব,O
Sentence: 3175,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 770,কিন্তু,O
,এইডা,O
,কোনদিনও,O
,সম্ভব,O
,না,O
Sentence: 2996,আমার,O
,ধূসর,B-COL
,রং,I-COL
,পসন্দ,O
Sentence: 2102,একটু,O
,এইদিকে,O
,আয়ো,O
Sentence: 2902,ফিরা,O
,আইলাম,O
Sentence: 2697,নিজের,O
,থাহুনের,O
,জাগা,O
,নাই,O
,আবার,O
,আরেকজনের,O
,ভরনপোষণের,O
,দায়িত্বডা,O
,নিয়ালসে,O
Sentence: 36,তুই,O
,কি,O
,পড়ালেহা,O
,ছাইরা,O
,দিতে,O
,চাস,O
Sentence: 3244,একটা,O
,রঙিন,B-COL
,ছবি,O
,তুলুন,O
,লাগবো,O
Sentence: 864,আমি,O
,একটা,O
,পাবলিক,B-ORG
,বিশ্ববিদ্যায়ের,I-ORG
,পড়াশুনা,O
,করতাসি,O
Sentence: 3003,আমি,O
,নাস্তা,B-FOOD
,কইরা,O
,ইশকুলো,B-ORG
,যাই,O
,না,O
Sentence: 562,কালা,B-COL
,কুত্তাডা,B-ANI
,ঘাসের,O
,মধ্যে,O
,দিয়া,O
,ছুটতাসে,O
Sentence: 2446,লাকড়ির,B-OBJ
,চুলায়,I-OBJ
,রানদা,O
,খাওন,O
,খুব,O
,মজা,O
Sentence: 1509,একটা,O
,পোড়োবাড়ি,O
,আসে,O
Sentence: 1128,আমার,O
,বন্ধুত্ব,B-REL
,ছাড়া,O
,অন্য,O
,কিসুর,O
,ইচ্ছা,O
,আসিল,O
,না,O
Sentence: 940,আমরা,O
,হাইরা,O
,গেসলাম,O
Sentence: 313,আশেফাশে,O
,কেউ,O
,থাকলে,O
,কল,O
,দিয়েন,O
Sentence: 2084,সাহায্যের,O
,লাইজ্ঞা,O
,আমি,O
,এইহানে,O
,আসি,O
Sentence: 1241,আমার,O
,আব্বা,B-REL
,অসুস্থ,O
,হাসপাতালে,B-ORG
,আর,O
,হেয়,O
,আইসে,O
,আমারে,O
,নিতে,O
Sentence: 2552,সিলেটতে,B-LOC
,ঢাকা,B-LOC
,আইসে,O
Sentence: 202,ভবিষ্যতে,O
,আমার,O
,ছেড়া,B-REL
,ছেড়ি,B-REL
,যহন,O
,এসব,O
,গান,O
,দেখব,O
,তার,O
,বাপ,B-REL
,কতডা,O
,রোমান্টিক,O
,আসিল,O
Sentence: 2375,একটা,O
,বিবাহিত,B-REL
,মহিলা,I-REL
,রাস্তা,B-LOC
,দিয়া,O
,হাইটা,O
,যাইতাসে,O
Sentence: 3204,ভুলতাম,O
,পারতাম,O
,না,O
Sentence: 616,বাইরে,O
,মেলা,O
,গরম,O
,পড়সে,O
Sentence: 2727,কিসু,O
,খাইতে,O
,ভালা,O
,লাগে,O
Sentence: 1916,আমার,O
,এহন,O
,বইডা,B-OBJ
,লাগতোনা,O
Sentence: 986,এমনে,O
,নানা,O
,রকম,O
,ঝামেলা,O
,হইতে,O
,থাহে,O
Sentence: 400,সোহাগ,B-PER
,নামের,O
,একটা,O
,ছেড়া,O
,আসিল,O
Sentence: 3202,আমরা,O
,জীবনেও,O
,ভুলবার,O
,পাইতাম,O
,না,O
Sentence: 2247,আমার,O
,সত্যের,O
,ভালবাসা,O
,কোনদিনও,O
,হারতো,O
,না,O
Sentence: 1462,বিয়ার,O
,সময়,O
,কইসিল,O
,বরের,O
,বাড়ি,O
,আসে,O
Sentence: 161,যত,O
,কষ্ট,O
,হোক,O
,বেগতা,O
,মাইন্না,O
,নিয়াম,O
,তাও,O
,চিরদিন,O
,তোমারেই,O
,ভালাবাসবাম,O
Sentence: 1268,আমি,O
,দেখসি,O
,বেগ,O
,সময়,O
,এমন,O
,কাম,O
,করেন,O
,যার,O
,লাইজ্ঞা,O
,হের,O
,পোলা,B-REL
,মেলা,O
,রাগ,O
,করে,O
Sentence: 1018,তার,O
,বাপ,B-REL
,বিয়া,O
,করসে,O
,অইহানে,O
,বছরে,O
,একবার,O
,যাওয়া,O
,হয়,O
Sentence: 1740,আসলেই,O
,মানুষটার,O
,প্রতি,O
,আমি,O
,মুগ্ধ,O
Sentence: 2812,তুমরা,O
,কি,O
,করো,O
,বেহেই,O
Sentence: 3443,হে,O
,হের,O
,পরিবার,O
,ভালাইবাসে,O
Sentence: 2888,দাড়াইলেন,O
,না,O
Sentence: 334,অসাধারণ,O
,কইরা,O
,লেখসেন,O
Sentence: 2090,আমার,O
,পকেট,B-OBJ
,মানি,I-OBJ
,লাগব,O
Sentence: 1575,পা,O
,পিসলায়া,O
,পইরা,O
,গেলাম,O
,তো,O
,কিতা,O
,করবাম,O
Sentence: 3084,ভুলতাম,O
,না,O
Sentence: 3238,কইবা,O
,না,O
Sentence: 3101,জামা,B-OBJ
,কিন্না,O
,আনসে,O
Sentence: 1648,হেয়,O
,ওরার,O
,কথা,O
,হুইন্না,O
,কইলেন,O
Sentence: 171,তোমায়,O
,লইয়া,O
,হারায়া,O
,যায়াম,O
,আকাশের,O
,নীলে,O
Sentence: 1550,কোন,O
,ব্যাপারে,O
,নিশ্চিত,O
,না,O
,হয়া,O
,কাউরে,O
,দোষ,O
,দেওয়ন,O
,ঠিক,O
,না,O
Sentence: 1352,আমি,O
,নিজে,O
,মেলা,O
,অসুস্থ,O
Sentence: 156,তোমার,O
,হেই,O
,মন,O
,আমি,O
,নিয়া,O
,নিলাম,O
Sentence: 2483,দুইদিন,O
,ধইরা,O
,আমরার,O
,মেলা,O
,সর্দি,O
,জ্বর,O
Sentence: 2751,কইত্তে,O
,আইসো,O
Sentence: 3118,আমি,O
,খুশি,O
Sentence: 2037,আফনে,O
,কি,O
,বাংলা,O
,কবিতা,O
,লিখতে,O
,ফারেন,O
Sentence: 1458,এদিকে,O
,যার,O
,সাথে,O
,বিয়া,O
,হয়,O
,হেয়,O
,অশিক্ষিত,O
Sentence: 843,সবুজ,B-COL
,শাড়িডা,B-OBJ
,পড়লে,O
,দারুন,O
,লাগত,O
Sentence: 799,আমি,O
,একজন,O
,মেয়ে,O
,মানুষ,O
Sentence: 2848,ইশকুলো,B-ORG
,যাই,O
Sentence: 530,তুমি,O
,কুনহানে,O
,চাকরি,O
,করতাসো,O
Sentence: 1640,আমি,O
,আম,B-FOOD
,খাইতে,O
,ভালবাসি,O
Sentence: 388,কিছু,O
,মনে,O
,কইরেন,O
,না,O
,আফনেরে,O
,একটা,O
,কথা,O
,কমু,O
Sentence: 3176,কিন্না,O
,আনসে,O
Sentence: 248,হেয়,O
,ছেড়িডার,O
,সাথে,O
,যোগাযোগ,O
,করে,O
Sentence: 2448,আমার,O
,আব্বা,B-ROLE
,লাউ,B-FOOD
,দিয়া,I-FOOD
,চিংড়ি,I-FOOD
,মাছের,I-FOOD
,ঝোল,I-FOOD
,আমার,O
,মেলা,O
,পসন্দ,O
,করে,O
Sentence: 216,যতদিন,O
,পৃথিবীর,B-LOC
,বুকে,O
,বাংলাদেশ,B-LOC
,নামডা,O
,থাকব,O
,ততদিন,O
,পর্যন্ত,O
,এই,O
,গানডা,O
,চলতে,O
,থাকব,O
Sentence: 142,ভালোবাসা,O
,মানে,O
,একজন,O
,আরেকজনরে,O
,বুঝতে,O
,পারা,O
Sentence: 1191,আমি,O
,কইলাম,O
,লও,O
,কাজী,B-ORG
,অফিসে,I-ORG
,যায়া,O
,বিয়া,O
,করি,O
Sentence: 1978,পরিবার,O
,কইতে,O
,মা,B-REL
,বাপ,B-REL
,ভাই,B-REL
,বোন,B-REL
,নিয়া,O
Sentence: 521,আফনে,O
,কেমত,O
,আসেন,O
Sentence: 1796,স্টোররুমডা,O
,নোংরা,O
,হয়া,O
,আসে,O
Sentence: 253,এখন,O
,কথা,O
,হইলো,O
,আমি,O
,কাবিনের,B-OBJ
,টেহা,I-OBJ
,দিয়া,O
,দিমু,O
,প্রতি,O
,মাসে,O
,মাসে,O
Sentence: 1857,অনেকগুলা,O
,কবুতর,B-ANI
,আকাশে,O
,উড়তাসে,O
Sentence: 574,আফনেরার,O
,অযোগ্য,O
,সন্তান,O
Sentence: 1803,আফনেরে,O
,যদি,O
,জিভে,O
,পানি,O
,আইন্না,O
,দিব,O
,এমন,O
,একটা,O
,ফলের,B-FOOD
,নাম,O
,কইতে,O
,কওয়ন,O
,হয়,O
,তাইলে,O
,আফনের,O
,মনে,O
,তেঁতুলের,B-FOOD
,নাম,O
,আইবই,O
Sentence: 449,আমরা,O
,মেসিরে,B-PER
,ঘৃণা,O
,করি,O
,না,O
Sentence: 2328,আমি,O
,অনেক,O
,বড়,O
,ভুল,O
,কইরালসি,O
Sentence: 401,হাজারটা,O
,স্মৃতি,O
,জড়ায়া,O
,আসে,O
,এই,O
,গানের,O
,মধ্যে,O
Sentence: 782,তুমি,O
,বোকা,O
,একজন,O
,মানুষ,O
Sentence: 3138,সহালে,O
,ফুটবল,B-OBJ
,খেলসি,O
Sentence: 267,আমার,O
,ভালবাসার,O
,মাইনষের,O
,সাথে,O
,আমার,O
,বিয়া,O
,হইসে,O
Sentence: 2185,লোকটা,O
,কিসু,O
,দিন,O
,আগে,O
,বিয়া,O
,করেন,O
Sentence: 125,তোমারে,O
,দুইচোখ,O
,ভইর,O
,দেহা,O
,এখহনো,O
,বাকি,O
Sentence: 1460,বিয়ের,O
,সময়,O
,কইসিলো,O
,পোলা,O
,শিক্ষিত,O
,ঢাকায়,B-LOC
,চাকরি,O
,করে,O
Sentence: 909,এ,O
,কিরা,O
,কইরা,O
,সম্ভব,O
Sentence: 3415,আমারে,O
,একটা,O
,উপহার,B-OBJ
,দিসে,O
Sentence: 728,মাইয়া,O
,মানুষ,O
,বড়ই,O
,অদ্ভুত,O
Sentence: 599,আমি,O
,মাঝেমধ্যে,O
,গান,O
,হুনি,O
Sentence: 1793,আমি,O
,হাতার,O
,কাটতাম,O
,না,O
Sentence: 1609,বড়,B-REL
,বইন,I-REL
,কিসু,O
,পেয়ারা,B-FOOD
,কিনল,O
Sentence: 935,তুমি,O
,ঘুম,O
,থাইক্কা,O
,তাড়াতাড়ি,O
,উইঠঠা,O
,যাও,O
Sentence: 3377,তুমি,O
,চাকরি,O
,করতাসো,O
Sentence: 1156,মাইয়াডা,O
,সপ্তাহখানেক,O
,আগে,O
,হের,O
,লগে,O
,ঘইটটা,O
,যাওয়া,O
,ঘটনা,O
,আমারার,O
,লগে,O
,শেয়ার,O
,করে,O
Sentence: 1288,আম্মার,B-REL
,সামনে,O
,হেরা,O
,যা,O
,তা,O
,ঝগড়া,O
,করেন,O
Sentence: 1417,আমার,O
,খালার,O
,বাসাতে,O
,ফিরা,O
,কি,O
,ঠিক,O
,হইব,O
Sentence: 2919,রাইগ্যা,O
,গেসিলেন,O
Sentence: 3353,বেশি,O
,পসন্দ,O
,করি,O
Sentence: 3295,ঘুড়ি,B-OBJ
,উড়াই,O
Sentence: 2658,কাছের,O
,মানুষডা,O
,কেডা,O
Sentence: 748,বিয়াতে,O
