Sentence #,noakhali_word,bio_tag
,কেন,O
,জানি,O
,না,O
,এই,O
,গুলার,O
,মত,O
,আর,O
,ভালা,O
,লাগে,O
,না,O
Sentence: 198,জেইসময়,O
,নতুন,O
,গান,O
,বাইর,O
,হয়,O
,তখন,O
,তুন,O
,হুনিয়ের,O
Sentence: 199,এই,O
,গান,O
,অন,O
,যে,O
,কত,O
,বড়,O
,হুনছি,O
,তার,O
,কোনো,O
,হিসাব,O
,নাইয়ের,O
Sentence: 200,ছোটবেলার,O
,কথা,O
,মনে,O
,পড়ে,O
,যার,O
Sentence: 201,মাত্র,O
,এক,O
,বছর,O
,পর,O
,গানটার,O
,একযুগ,O
,হয়,O
,যাইবো,O
Sentence: 202,ববিশোতে,O
,আর,O
,পোলা,B-REL
,মাইয়া,B-REL
,জোন,O
,দেখবো,O
,হেগুনের,O
,বাপ,B-REL
,কথা,O
,টা,O
,রোমান্টিক,O
,আছিলো,O
Sentence: 203,এই,O
,গান,O
,টা,O
,যে,O
,কতবার,O
,হুনছি,O
,আই,O
,নিজেই,O
,জানি,O
,না,O
Sentence: 204,এইভাবে,O
,চলে,O
,যাইবো,O
,সময়,O
,কিন্তু,O
,থাই,O
,যাইবো,O
,কিছু,O
,গান,O
Sentence: 205,হিগুন,O
,রে,O
,অনেক,O
,ধন্যবাদ,O
,জেগুন,O
,গান,O
,গুন,O
,উপহার,O
,দি,O
,গেছে,O
Sentence: 206,রুমি,B-PER
,ভাইয়া,B-REL
,আবার,O
,ফিরে,O
,আইয়ছে,O
,নতুন,O
,গান,O
,লই,O
Sentence: 207,পুরনো,O
,দিনের,O
,কথা,O
,মনে,O
,পরে,O
,গেলো,O
,রে,O
Sentence: 208,হারাই,O
,যায়,O
,কত,O
,কিছু,O
,আর,O
,কত,O
,আপনজন,O
Sentence: 209,হুদা,O
,গানআন,O
,যেমন,O
,আছিলো,O
,তেমনি,O
,রই,O
,গেছ,O
Sentence: 210,এই,O
,গান,O
,গুন,O
,লই,O
,মেলা,O
,আবেগ,O
,আছে,O
Sentence: 211,এ,O
,গান,O
,আন,O
,হুনি,O
,আর,O
,চোকে,O
,হানি,O
,চলি,O
,আইছে,O
Sentence: 212,এগিন,O
,গান,O
,ছোড,O
,বেলারতুন,O
,হুনি,O
,বড়,O
,অইছি,O
Sentence: 213,এই,O
,গান,O
,আন,O
,হুনি,O
,মনে,O
,অইছে,O
,আই,O
,বাংলাদেশ,B-LOC
,এর,O
,তুন,O
,গুরি,O
,আইছি,O
Sentence: 214,এই,O
,ছবি,B-OBJ
,টা,O
,দেখলে,O
,বুঝা,O
,যায়,O
,আমগো,O
,দেশের,B-LOC
,লাই,O
,কত,O
,কষ্ট,O
,করছে,O
,মুক্তিযুদ্ধ,B-ROLE
,ভাইরা,I-ROLE
Sentence: 215,আমরা,O
,কোনো,O
,দিন,O
,ভুলতে,O
,পারতাম,O
,না,O
Sentence: 216,যতদিন,O
,পৃথিবীর,B-LOC
,বুকে,O
,বাংলাদেশ,B-LOC
,নামটি,O
,থাকবে,O
,ততদিন,O
,পর্যন্ত,O
,এই,O
,গান,O
,আন,O
,চলতে,O
,থাকবো,O
Sentence: 217,মুক্তিযুদ্ধের,B-ROLE
,ভাইয়েরা,I-ROLE
,আমদের,O
,জন্য,O
,অনেক,O
,কষ্ট,O
,করেছে,O
Sentence: 218,গানটা,O
,শুনে,O
,আমার,O
,অনেক,O
,ভালা,O
,লাগছে,O
Sentence: 219,গানটা,O
,শুনে,O
,চোকের,O
,পানি,O
,পরই,O
,যায়,O
,সত্যি,O
,ভালা,O
,লাগলো,O
Sentence: 220,ভারতীয়,B-ROLE
,হয়েও,O
,যেন,O
,কোথাও,O
,বাংলাদেশী,O
,অনুভব,B-ROLE
,করি,O
Sentence: 221,আজকের,O
,এই,O
,দিন,O
,এ,O
,বাংলাদেশ,B-LOC
,রে,O
,মেলা,O
,মনে,O
,পরে,O
Sentence: 222,সেই,O
,ছোটবেলার,O
,কথা,O
,মনে,O
,পড়ে,O
,যতবার,O
,গান,O
,এইয়ান,O
,হুনী,O
,অতীতে,O
,ফিরে,O
,যাই,O
,খালি,O
Sentence: 223,এই,O
,ছোট,O
,পোলাগো,O
,একটা,O
,বল,B-OBJ
,লই,O
,খেলার,O
Sentence: 224,লোকটি,O
,ফোন,B-OBJ
,কথা,O
,কইতেছে,O
Sentence: 225,ভাইরে,O
,মেলা,O
,মানুষ,O
,গুরে,O
,বেরার্,O
Sentence: 226,রাতে,O
,একদল,O
,লোক,O
,একসাথে,O
,ভাইরে,O
,বইই,O
,থায়,O
Sentence: 227,জায়গায়,O
,হিন,O
,সময়,O
,এ,O
,নিজদের,O
,মত,O
,করি,O
,গুচাই,O
,নেয়ার,O
,চেষ্টা,O
,করিয়ের,O
Sentence: 228,আজ,O
,তোর,O
,মাইয়া,B-REL
,রে,O
,লই,O
,মেলা,B-LOC
,ঘুরছি,O
,কিন্তু,O
,কোনো,O
,আনন্দ,O
,পাই,O
,নো,O
Sentence: 229,তোমার,O
,পচ্ছন্দর,O
,বই,B-OBJ
,কিনছি,O
Sentence: 230,বেক,O
,কিচু,O
,কিরকম,O
,জানি,O
,শান্ত,O
,আর,O
,ফাঁকা,O
,লাগতেসে,O
Sentence: 231,আই,O
,জানি,O
,আর,O
,আমগো,O
,মধ্যে,O
,কোনো,O
,দিন,O
,ও,O
,এই,O
,পারে,O
,বই,B-OBJ
,পড়া,O
,হবে,O
,না,O
Sentence: 232,তুমি,O
,যে,O
,নেই,O
,এই,O
,সত্যি,O
,এইন,O
,আই,O
,বিশ্বাস,O
,করতে,O
,পারতেছি,O
,না,O
Sentence: 233,কেন,O
,জানি,O
,মনে,O
,ওই,O
,বেলা,O
,শেষ,O
,হই,O
,তুই,O
,ঠিক,O
,এই,O
,ঘরে,O
,আসবে,O
Sentence: 234,আই,O
,এক,O
,সন্ধার,O
,অফিস,B-ORG
,থেকে,O
,বাসায়,O
,ফিরে,O
,দেইয়ুম,O
,তুই,O
,আছো,O
,সত্যি,O
,তুই,O
,আছো,O
Sentence: 235,তুমি,O
,তোমার,O
,মাইয়া,B-REL
,রে,O
,লই,O
,মেলা,O
,বেস্ত,O
,দেখা,O
,যায়,O
Sentence: 236,আই,O
,কোন,O
,দিন,O
,চিন্তা,O
,করি,O
,হারি,O
,নো,O
,আর,O
,মাইয়াগা,B-REL
,হেইগার,O
,মা,B-REL
,রে,O
,ছাড়া,O
,বড়,O
,হইবো,O
,আদর,O
,ভালোবাসা,O
,ছাড়া,O
,কাজের,B-ROLE
,লোকের,I-ROLE
,লগে,O
Sentence: 237,ধম,O
,ভন্দ,O
,হই,O
,আসতেছে,O
,চিৎকার,O
,করে,O
,কাদতে,O
,ইচ্ছা,O
,করে,O
Sentence: 238,তুমি,O
,জানো,O
,নি,O
,সত্যিই,O
,মেলা,O
,কঠিন,O
,বাপ,B-REL
,হই,O
,মার,B-REL
,বরণ,O
,পোষণ,O
,নেন,O
Sentence: 239,সন্তানের,O
,একমাত্র,O
,তার,O
,মায়ের,B-REL
,কোলে,O
,মানায়,O
Sentence: 240,তোমার,O
,মাইয়া,B-REL
,আমার,O
,কোলে,O
,আই,O
,সুদু,O
,তোমারে,O
,খুঁজে,O
,মনে,O
,হয়,O
Sentence: 241,তুমি,O
,চলে,O
,যাওয়ার,O
,পর,O
,তোর,O
,মেয়ে,B-REL
,কেমন,O
,চুপ,O
,চাপ,O
,হয়ে,O
,গেছে,O
Sentence: 242,এই,O
,হয়তো,O
,কেউ,O
,বুঝে,O
,না,O
,আই,O
,ছাড়া,O
Sentence: 243,আই,O
,যে,O
,বাপ,B-REL
,আমি,O
,তার,O
,কন্যার,B-REL
,মুখে,O
,দিকে,O
,তাকাই,O
,থাই,O
,অনেক,O
,কিছু,O
,বুঝতাম,O
,পারি,O
Sentence: 244,এইক্কান,O
,মানুষেরা,O
,কঅনো,O
,ঠিক,O
,অয়না,O
Sentence: 245,হেতাগো,O
,দুইজনের,O
,বিয়া,O
,অইবার,O
,কতা,O
,আছিলো,O
Sentence: 246,কিন্তু,O
,ফোলা,O
,হঠাৎ,O
,করি,O
,মাইয়ারে,O
,না,O
,জানাই,O
,বাইরে,O
,চলি,O
,গেছে,O
Sentence: 247,এয়ার,O
,মইধ্যে,O
,মাইয়া,O
,পরিবারের,O
,পছন্দে,O
,বিয়া,O
,কইচ্ছে,O
Sentence: 248,হেতে,O
,মাইয়াগার,O
,লগে,O
,যোগাযোগ,O
,কইচ্ছে,O
Sentence: 249,মাইয়াগা,O
,কাউরে,O
,বিয়া,O
,কইত্তো,O
,রাজি,O
,অয়,O
,না,O
Sentence: 250,হেই,O
,হোলা,O
,কোন,O
,কিছুই,O
,হুইনতাম,O
,চায়,O
,না,O
,দেখা,O
,কইরতাম,O
,চায়,O
Sentence: 251,মাইয়া,O
,মামলা,O
,চায়,O
,না,O
,কারন,O
,বিয়ার,O
,মামলা,O
,জানাজানি,O
,হইলে,O
,সংসার,O
,টিকতো,O
,নো,O
Sentence: 252,আর,O
,জামাই,B-REL
,রাত,O
,জাগি,O
,বিভিন্ন,O
,মাইয়ার,O
,লগে,O
,কতা,O
,কয়,O
Sentence: 253,অন,O
,কতা,O
,অইল,O
,আই,O
,হত্তি,O
,মাসে,O
,কাবিনের,B-OBJ
,টেয়া,I-OBJ
,দি,O
,দিমু,O
Sentence: 254,আই,O
,সাত,O
,মাস,O
,প্রেম,O
,করি,O
,একজনরে,O
,বিয়া,O
,কইচ্ছি,O
Sentence: 255,অন,O
,বিয়ার,O
,হর,O
,জাইনতে,O
,হাইচ্ছি,O
,আর,O
,জামাই,B-REL
,দুগা,O
,বিয়া,O
,কইচ্ছে,O
Sentence: 256,আই,O
,মানষিকভাবে,O
,সমস্যার,O
,মধ্যে,O
,আছি,O
Sentence: 257,আর,O
,এককান,O
,এ,O
,কতা,O
,হোলা,O
,মানুষ,O
,এর,O
,কাছে,O
,কিয়ের,O
,দরকার,O
,থাইকতাম,O
,হারে,O
Sentence: 258,কেলাসের,O
,বেক,O
,মাইয়ার,O
,লগেই,O
,মিশতাম,O
Sentence: 259,আই,O
,ধরি,O
,লাইছি,O
,আর,O
,অনেক,O
,দোষ,O
,অনেক,O
,ভুল,O
Sentence: 260,কিন্তু,O
,আংগো,O
,তিন,O
,বছরের,O
,বাইচ্চা,B-REL
,হিগার,O
,দোষ,O
,কোনাই,O
Sentence: 261,আমরা,O
,কই,O
,এককানা,O
,সময়,O
,লইবার,O
,লাই,O
,আর,O
,হেতার,O
,বউরে,B-REL
,লই,O
,আইনবার,O
,লাই,O
Sentence: 262,তোয়ারে,O
,যেইদিন,O
,কইছিলাম,O
,বিয়াগা,O
,করি,O
,হালাইতো,O
Sentence: 263,সেইদিন,O
,কতাগা,O
,কইছিলাম,O
,তোয়ার,O
,ভালার,O
,লাই,O
Sentence: 264,কিন্তু,O
,তুউই,O
,অন,O
,এতই,O
,ভালা,O
,আছো,O
,যে,O
,আই,O
,মাইনতাম,O
,হারিয়ের,O
,না,O
Sentence: 265,তুমি,O
,আর,O
,আর,O
,নাই,O
,এটা,O
,মাইনতাম,O
,হারিয়ের,O
,না,O
Sentence: 266,হছন্দ,O
,করিয়ে,O
,পরিবারের,O
,মাধ্যমে,O
,বিয়া,O
,করি,O
,আইনছে,O
Sentence: 267,আর,O
,ভালোবাসার,O
,মানুষের,O
,লগে,O
,আর,O
,বিয়া,O
,অইছে,O
Sentence: 268,তারে,O
,ছাড়া,O
,আই,O
,হয়ত,O
,বাইচতাম,O
,হাইরতান্ন,O
Sentence: 269,অন,O
,আর,O
,মানুষের,O
,ভিত্তে,O
,মায়া,O
,জিনিষটা,O
,নাই,O
Sentence: 270,আই,O
,আর,O
,ছোট,B-REL
,বাচ্চাগারে,I-REL
,লই,O
,বাবার,B-REL
,বাইত,I-LOC
,যাই,O
Sentence: 271,আন্নে,O
,নিজের,O
,পরিবার,O
,লই,O
,বইয়েন,O
Sentence: 272,হরিবারে,O
,ছোড,O
,খাডো,O
,ঝামেলা,O
,থায়,O
Sentence: 273,আরে,O
,এক্কানা,O
,সাহায্য,O
,কইরবেন,O
Sentence: 274,দয়া,O
,করি,O
,নাম,O
,পরিচয়,O
,গোপন,O
,রাখিয়েন,O
Sentence: 275,আই,O
,এককান,O
,কডিন,O
,সমস্যা,O
,লই,O
,হাজির,O
,অইছি,O
Sentence: 276,একসময়,O
,হোলার,O
,মাইয়াগারে,O
,ভালো,O
,লাইগব,O
Sentence: 277,হেতাগো,O
,চাইর,O
,বছরের,O
,এগগা,O
,বাচ্চা,B-REL
,আছে,O
Sentence: 278,গত,O
,এক,O
,মাস,O
,আগে,O
,জামাই,B-REL
,বউর,B-REL
,লগে,O
,কাইজ্জা,O
,করি,O
,দেশে,B-LOC
,চলি,O
,আইছে,O
Sentence: 279,হোলা,O
,মাইয়া,O
,একজন,O
,আরেকজনরে,O
,মেলা,O
,ভালোবাসে,O
Sentence: 280,হেতে,O
,বিয়া,O
,করি,O
,সুখি,O
,অইতো,O
,চায়,O
Sentence: 281,হোলা,O
,ইউরোফ,B-LOC
,এ,O
,হরাশোনা,O
,করে,O
Sentence: 282,কিন্তু,O
,মাইয়ার,O
,পরিবার,O
,রাজি,O
,নো,O
Sentence: 283,মাইয়ারে,O
,অন্য,O
,জায়গায়,O
,বিয়া,O
,দিবার,O
,লাই,O
,আয়োজন,O
,করে,O
Sentence: 284,বাধ্য,O
,অই,O
,হোলা,O
,মাইয়া,O
,নিজেগো,O
,ভিত্তে,O
,বিয়া,O
,করি,O
,হালায়,O
Sentence: 285,আইজগা,O
,দেয়ালে,B-OBJ
,হিট,O
,ঠেকি,O
,গেছে,O
Sentence: 286,আইজগা,O
,প্রায়,O
,আট,O
,দিন,O
,হানি,B-FOOD
,নাই,O
Sentence: 287,অথচ,O
,আশেহাশে,O
,বেক,O
,বাড়িত,O
,হানি,B-FOOD
,দি,O
,যার,O
,হুদা,O
,আংগোর,O
,বাইত,O
,দেয়র,O
,না,O
Sentence: 288,যেতাগো,O
,লগে,O
,ভাল,O
,সম্পর্ক,O
,হুদা,O
,হেতাগোরে,O
,হানি,B-FOOD
,দিব,O
,আর,O
,কাউরে,O
,দিত,O
,নো,O
Sentence: 289,কইতাম,O
,হারি,O
,না,O
,হানি,B-FOOD
,হামু,O
,কি,O
,হামু,O
,না,O
Sentence: 290,হাশরা,O
,ডাক্তাররা,B-ROLE
,অন,O
,ভালো,O
,অবস্থাত,O
,নাই,O
Sentence: 291,কিল্লাই,O
,এত,O
,টেয়া,B-OBJ
,ধার,O
,করি,O
,ডাক্তারি,B-ROLE
,হইডতে,O
,অইব,O
Sentence: 292,ভর্তি,O
