Sentence #,barishal_word,bio_tag
,দেন,O
Sentence: 190,মৌসুমী,B-PER
,আসলেই,O
,বেমালা,O
,সুন্দরী,O
,মুই,O
,ধার,O
,দিয়া,O
,দেখছি,O
Sentence: 191,এককালে,O
,হয়তো,O
,এই,O
,পিরথিবির,B-LOC
,মায়া,O
,কাডাইয়া,O
,চইলা,O
,যামু,O
,পরপারে,O
Sentence: 192,চোখ,O
,খুললেই,O
,দেহি,O
,তোমারে,O
,চোখ,O
,বোঝলেই,O
,পাই,O
,আরো,O
,ধারে,O
Sentence: 193,আরো,O
,বেমালা,O
,ভালবাসা,O
,মুই,O
,দেতে,O
,চাই,O
Sentence: 194,এই,O
,গান,O
,মোর,O
,বেমালা,O
,পছন্দ,O
,এহনও,O
,হুনি,O
,ম্যালা,O
,সুন্দর,O
,এউক্কা,O
,অনুভূতি,O
,কাম,O
,করে,O
Sentence: 195,যৌবন,O
,আওয়ার,O
,আগেই,O
,হ্যারে,O
,ভালো,O
,বাসছিলাম,O
,আবার,O
,যৌবন,O
,ফুরাইয়া,O
,যাওয়ার,O
,পরেও,O
,হ্যারেই,O
,ভালবাসমু,O
Sentence: 196,সাত,O
,বছর,O
,পর,O
,খুইজা,O
,পাইছি,O
,মোর,O
,পছন্দের,O
,গানডা,O
Sentence: 197,জীবনে,O
,বেমালা,O
,গান,O
,হুনি,O
,হেরপরেও,O
,কির,O
,লইজ্ঞা,O
,জানি,O
,না,O
,এই,O
,গানগুলার,O
,নাহান,O
,এত,O
,ভালো,O
,লাগে,O
,না,O
Sentence: 198,যহন,O
,গানডা,O
,নতুন,O
,বাইর,O
,হইল্লে,O
,তহন,O
,বেমালা,O
,হুনছি,O
Sentence: 199,এই,O
,গানডা,O
,যে,O
,কয়বার,O
,হুনছি,O
,হ্যার,O
,কোনো,O
,হিসাব,O
,নাই,O
Sentence: 200,গেদাকালের,O
,সৃতি,O
,মনে,O
,পইড়া,O
,যায়,O
Sentence: 201,ক্যাবল,O
,এউক্কা,O
,বছর,O
,পর,O
,গানডার,O
,বয়স,O
,এক,O
,যুগ,O
,হইবে,O
Sentence: 202,সামনের,O
,দিনে,O
,মোর,O
,পোলা,B-REL
,মাইয়া,B-REL
,যহন,O
,এইসব,O
,গান,O
,দ্যাখবে,O
,হ্যার,O
,আব্বা,B-REL
,কতো,O
,রোমান্টিক,O
,আল্লেহ,O
Sentence: 203,এই,O
,গানডা,O
,কয়বার,O
,হুনছি,O
,মুই,O
,নিজেই,O
,জানি,O
,না,O
Sentence: 204,এইরাম,O
,চলে,O
,যাবে,O
,সময়,O
,তয়,O
,থাকবে,O
,এইসব,O
,কিছু,O
,গান,O
Sentence: 205,তাগো,O
,বেমালা,O
,ধন্যবাদ,O
,যারা,O
,গান,O
,গুলা,O
,উপহার,O
,দিয়া,O
,গ্যাছেন,O
Sentence: 206,রুমি,B-PER
,ভাইয়া,B-REL
,আবার,O
,ফিররা,O
,আহো,O
,বেবাকের,O
,মইধ্যে,O
,নতুন,O
,গান,O
,লইয়া,O
Sentence: 207,পুরান,O
,দিনের,O
,কথা,O
,মনে,O
,পইড়া,O
,গেলো,O
Sentence: 208,হারাইয়া,O
,গ্যাছে,O
,বেমালা,O
,কিছু,O
,ম্যালা,O
,কাছের,O
,মানু,O
Sentence: 209,শুধু,O
,গানডা,O
,যেমন,O
,আল্লেহো,O
,সেরম,O
,ই,O
,রইয়া,O
,গ্যাছে,O
Sentence: 210,হেই,O
,গান,O
,গুলা,O
,লইয়া,O
,ম্যালা,O
,আবেগ,O
,আছে,O
Sentence: 211,এই,O
,গানডা,O
,হুইননা,O
,চোখে,O
,পানি,O
,চইলা,O
,আইছে,O
Sentence: 212,এইসব,O
,গান,O
,গেদাকাল,O
,গোনে,O
,হুইননা,O
,বড়,O
,হইছি,O
Sentence: 213,এই,O
,গানডা,O
,হুইননা,O
,মনে,O
,হইলো,O
,মুই,O
,বাংলাদেশ,B-LOC
,গোনে,O
,ঘুইরা,O
,আইছি,O
Sentence: 214,এই,O
,ছবিডা,B-OBJ
,দেখলে,O
,বোঝা,O
,যায়,O
,মোগো,O
,দেশের,B-LOC
,লইজ্ঞা,O
,বেমালা,O
,কষ্ট,O
,করছে,O
,মুক্তিযোদ্ধা,B-ROLE
,ভাইগুলা,I-ROLE
Sentence: 215,মোরা,O
,জীবনে,O
,ভুলতে,O
,পারমু,O
,না,O
Sentence: 216,যতদিন,O
,পিরথিবির,B-LOC
,বুকে,O
,বাংলাদেশ,B-LOC
,নামডা,O
,থাকবে,O
,হেইদিন,O
,পর্যন্ত,O
,এই,O
,গানডা,O
,চলতে,O
,থাকবে,O
Sentence: 217,মুক্তিযুদ্ধের,B-ROLE
,ভাইগুলা,I-ROLE
,মোগো,O
,লইজ্ঞা,O
,বেমালা,O
,কষ্ট,O
,করছে,O
Sentence: 218,গানডা,O
,হুইননা,O
,মোর,O
,বেমালা,O
,ভালো,O
,লাগছে,O
Sentence: 219,গানডা,O
,শুইন্যা,O
,চোখে,O
,পানি,O
,চইল্যা,O
,আইছে,O
,হাছাইও,O
,ম্যালা,O
,ভালো,O
,লাগলো,O
Sentence: 220,ভারতীয়,B-ROLE
,হইয়াও,O
,যেন,O
,কোম্মে,O
,মুই,O
,বাংলাদেশি,B-ROLE
,অনুভব,O
,করতেয়াছি,O
Sentence: 221,আইজগো,O
,এই,O
,দিনে,O
,বাংলাদেশরে,B-LOC
,বেমালা,O
,মনে,O
,পরে,O
Sentence: 222,হেই,O
,ল্যাদাকালের,O
,কথা,O
,মনে,O
,পইড়া,O
,যায়,O
,যতবার,O
,গানডা,O
,হুনি,O
,আগেরকালে,O
,ফিররা,O
,যাই,O
Sentence: 223,এই,O
,ল্যাদা,O
,পোলাডা,O
,এউক্কা,O
,বল,B-OBJ
,দিয়া,O
,খেলতেয়াছে,O
Sentence: 224,বেডাডা,O
,ফোনে,B-OBJ
,কথা,O
,কইতেয়াছে,O
Sentence: 225,বাইরের,O
,গোডা,O
,চাইরে,O
,মানু,O
,ঘুইরা,O
,বেরাইতাছে,O
Sentence: 226,রাইতে,O
,একদল,O
,মানু,O
,একলগে,O
,বাইরে,O
,বইয়া,O
,থাহে,O
Sentence: 227,তুমি,O
,ছাড়া,O
,সময়ডা,O
,মোর,O
,নাহান,O
,কইরা,O
,গুছাইয়া,O
,লওয়ার,O
,চেষ্টা,O
,করছি,O
Sentence: 228,আইজ,O
,তোমার,O
,মাইয়া,B-REL
,লইয়া,O
,হারা,O
,বইমেলা,B-LOC
,ঘুরছি,O
,তয়,O
,কোনো,O
,সুখ,O
,পাই,O
,নাই,O
Sentence: 229,তোমার,O
,পছন্দের,O
,কতডি,O
,বই,B-OBJ
,কিনছি,O
Sentence: 230,হগল,O
,কিছু,O
,কিরহম,O
,ঠাণ্ডা,O
,আর,O
,খালি,O
,লাগতেয়াছে,O
Sentence: 231,মুই,O
,জানি,O
,মোগো,O
,আর,O
,কহনো,O
,এইপারে,O
,একলগে,O
,বই,B-OBJ
,পড়া,O
,হইবে,O
,না,O
Sentence: 232,তুমি,O
,নাই,O
,এই,O
,কঠিন,O
,সত্যডা,O
,মুই,O
,আইজও,O
,বিশ্বাস,O
,করতে,O
,পারতেয়াছি,O
,না,O
Sentence: 233,কির,O
,লইজ্ঞা,O
,জানি,O
,মনে,O
,হয়,O
,দিন,O
,গ্যালে,O
,তুমি,O
,বাড়ি,O
,ফেরবা,O
Sentence: 234,মুই,O
,এউক্কা,O
,সন্ধ্যায়,O
,অপিস,B-ORG
,গোনে,O
,বাড়ি,O
,ফিররা,O
,দেখমু,O
,তুমি,O
,আছো,O
,হাছাইও,O
,তুমি,O
,আছো,O
Sentence: 235,তুমি,O
,মোর,O
,মাইয়ারে,B-REL
,নিয়া,O
,ব্যস্ত,O
,সময়,O
,পার,O
,করতেয়াছো,O
Sentence: 236,মুই,O
,কোনোদিন,O
,ভাবিও,O
,নাই,O
,মোর,O
,মাইয়া,B-REL
,হ্যার,O
,মার,B-REL
,আদর,O
,ভালোবাসা,O
,থুইয়া,O
,বড়,O
,হইবে,O
,বাড়ির,O
,কামের,B-ROLE
,মানুর,I-ROLE
,ধারে।,O
Sentence: 237,দম,O
,বন্ধ,O
,হইয়া,O
,আহে,O
,চিক্কর,O
,দিয়া,O
,কানতে,O
,মন,O
,চায়,O
Sentence: 238,তুমি,O
,জানো,O
,হাছাইও,O
,বেমালা,O
,কঠিন,O
,বাপ,B-REL
,হইয়া,O
,মায়ের,B-REL
,দায়িত্ত্ব,O
,পালন,O
,করা,O
Sentence: 239,গেদুরে,O
,খালি,O
,হ্যার,O
,মার,B-REL
,কোলেই,O
,মানায়,O
Sentence: 240,তোমার,O
,মাইয়া,B-REL
,মোর,O
,কোলে,O
,আইয়া,O
,খালি,O
,তোমারে,O
,খোঁজে,O
,মনে,O
,হয়,O
Sentence: 241,তুমি,O
,চইল্যা,O
,যাওয়ার,O
,পর,O
,তোমার,O
,মাইয়া,B-REL
,কিরহম,O
,যানি,O
,ঠাণ্ডা,O
,হইয়া,O
,গ্যাছে,O
Sentence: 242,এইডা,O
,হয়তো,O
,কেউ,O
,বোঝতে,O
,পারতেয়াছে,O
,না,O
,মুই,O
,বাদে,O
Sentence: 243,মুই,O
,যে,O
,বাপ,B-REL
,মোর,O
,মাইয়ার,B-REL
,মুখের,O
,দিকে,O
,চাইয়া,O
,বেমালা,O
,কিছু,O
,বোঝতে,O
,পারি,O
Sentence: 244,এরম,O
,মানু,O
,কহনো,O
,ঠিক,O
,হয়,O
,না।,O
Sentence: 245,হ্যাগো,O
,দুজ্ঞার,O
,বিয়া,O
,হওয়ার,O
,কথা,O
,আল্লেহ,O
Sentence: 246,তয়,O
,পোলাডা,O
,হঠাৎ,O
,কইরা,O
,মাইয়াডারে,O
,না,O
,কইয়া,O
,দেশের,B-LOC
,বাইরে,I-LOC
,চইল্যা,O
,যায়,O
Sentence: 247,হ্যার,O
,মইধ্যে,O
,মাইয়াডা,O
,হ্যার,O
,পরিবারের,O
,পছন্দে,O
,বিয়া,O
,করে,O
Sentence: 248,হ্যায়,O
,মাইয়াডার,O
,লগে,O
,যোগাযোগ,O
,করে,O
Sentence: 249,মাইয়াডা,O
,কাউরে,O
,বিয়া,O
,করতে,O
,রাজি,O
,হয়,O
,না,O
Sentence: 250,ওই,O
,পোলা,O
,কোনো,O
,কিছুই,O
,হোনতে,O
,চায়না,O
,হ্যার,O
,লগে,O
,দেহা,O
,করতে,O
,চায়,O
Sentence: 251,মাইয়াডা,O
,মামলা,O
,চায়না,O
,কারণ,O
,হ্যায়,O
,বিয়াইত্তা,O
,মামলার,O
,বিষয়ডা,O
,জানলে,O
,সংসার,O
,টেকবে,O
,না,O
Sentence: 252,মোর,O
,জামাই,B-REL
,ভিন্ন,O
,ভিন্ন,O
,মাইয়ার,O
,লগে,O
,হারা,O
,রাইত,O
,জাইগা,O
,কথা,O
,কয়,O
Sentence: 253,এহন,O
,কথা,O
,হইলো,O
,মুই,O
,কাবিনের,B-OBJ
,টাহা,I-OBJ
,দিয়া,O
,দিমু,O
,পেরতেক,O
,মাসে,O
,মাসে,O
Sentence: 254,মুই,O
,সাত,O
,মাস,O
,পেরেম,O
,কইরা,O
,একজনরে,O
,বিয়া,O
,করছি,O
Sentence: 255,এহন,O
,বিয়ার,O
,পর,O
,জানতে,O
,পারি,O
,মোর,O
,জামাই,B-REL
,আগে,O
,দুজ্ঞা,O
,বিয়া,O
,করছেলে,O
Sentence: 256,মুই,O
,মনের,O
,দিক,O
,দিয়া,O
,বেমালা,O
,সমেস্যার,O
,মইধ্যে,O
,আছি,O
Sentence: 257,মোর,O
,এউক্কাই,O
,কথা,O
,পোলা,O
,মানুর,O
,ধারে,O
,কির,O
,দরকার,O
,থাকতে,O
,পারে,O
Sentence: 258,কেলাসের,O
,বেবাক,O
,মাইয়াগো,O
,লগেই,O
,মিশতাম,O
Sentence: 259,মুই,O
,ধইরা,O
,নেলাম,O
,মোর,O
,ম্যালা,O
,দোষ,O
,ম্যালা,O
,ভুল,O
Sentence: 260,তয়,O
,মোগো,O
,তিন,O
,বছরের,O
,গেদু,B-REL
,হ্যার,O
,কোম্মে,O
,দোষ,O
Sentence: 261,মোরা,O
,কই,O
,এট্টু,O
,সময়,O
,নেওয়ার,O
,লইজ্ঞা,O
,আর,O
,হ্যার,O
,বউরে,B-REL
,লইয়া,O
,আওয়ার,O
,লইজ্ঞা,O
Sentence: 262,তোমারে,O
,যেদিন,O
,কইছিলাম,O
,বিয়াডা,O
,কইরা,O
,হালাও,O
Sentence: 263,হেদিন,O
,কথাডা,O
,কইছিলাম,O
,খালি,O
,তোমার,O
,ভালোর,O
,লইজ্ঞা,O
Sentence: 264,তয়,O
,তুমি,O
,এহন,O
,এতই,O
,ভালো,O
,আছো,O
,যে,O
,মুই,O
,হেইডা,O
,মানতে,O
,পারতেয়াছি,O
,না,O
Sentence: 265,তুমি,O
,আর,O
,মোর,O
,নাই,O
,মুই,O
,এইডা,O
,মানতেই,O
,পারতেয়াছি,O
,না,O
Sentence: 266,পছন্দ,O
,কইরাই,O
,পরিবারের,O
,মাইধ্যমে,O
,বিয়া,O
,কইররা,O
,আনছে,O
Sentence: 267,মোর,O
,ভালোবাসার,O
,মানুর,O
,লগে,O
,মোর,O
,বিয়া,O
,হইছে,O
Sentence: 268,হ্যারে,O
,ছাড়া,O
,মুই,O
,মনে,O
,হয়,O
,বাঁচতে,O
,পারমু,O
,না,O
Sentence: 269,এহন,O
,আর,O
,মানের,O
,মইধ্যে,O
,মায়া,O
,ব্যাপারডা,O
,হেইরহম,O
,নাই,O
Sentence: 270,মুই,O
,মোর,O
,ছোডো,B-REL
,গেদুডারে,I-REL
,লইয়া,O
,বাপের,B-LOC
,বাড়ি,I-LOC
,যাই,O
Sentence: 271,আমনে,O
,নিজের,O
,পরিবার,O
,লইয়া,O
,বহেন,O
Sentence: 272,পরিবারে,O
,ছোডো,O
,খাডো,O
,কাইজ্জা,O
,থাহে,O
Sentence: 273,মোরে,O
